PIDM_KEY	CLAS_CODE	CRN_KEY	SUBJ_CODE	COURSE_NUMBER	SECTION_NUMBER	TERM_CODE_KEY
281835	14	10463	ARA	202	1	201210
288246	13	10463	ARA	202	1	201210
299731	14	10463	ARA	202	1	201210
300011	14	10463	ARA	202	1	201210
301212	14	10463	ARA	202	1	201210
306277	14	10463	ARA	202	1	201210
306298	14	10463	ARA	202	1	201210
309512	14	10463	ARA	202	1	201210
317232	14	10463	ARA	202	1	201210
